start,end,interval,speaker,text
0.0,3.78,3.78,0.0,对对对对对， 一确子是高东了是吧？
3.78,10.175,6.395000000000001,,
10.175,25.175,15.0,0.0,课上工地上， 但是是像就是我起来来问问会不会会是一千个，我知道像眼证，
25.175,35.145,9.970000000000002,,
35.145,50.145,15.0,0.0,反正我发现嗯窗就没味了啊，是一是不是帮我这种情况，
50.145,84.9,34.755,,
84.9,99.9,15.0,0.0,那公啊包含这是啊因有怎么说说爱我和那个已经起来了啊，好， 回去看看。
99.9,106.36,6.459999999999994,,
106.36,121.36,15.0,0.0,嗯， 这个那个不知道哪个排到那边，我我感感觉了站到屋子里面去，然后后来后来肯定被了了，尴尴尬目前的一个。
121.36,129.28,7.920000000000002,0.0,哎， 你现我我看看那个手机过来一个人做的，你我刚的那那感觉做是那很乱了，
129.28,131.4,2.1200000000000045,,
131.4,138.91,7.509999999999991,0.0,没有违家平台。
138.91,149.2,10.289999999999992,0.0,你你你啊基个可以的，我要问一个干什么？
149.2,156.355,7.155000000000001,0.0,我们这边是疫情严重啊，他们都是礼物很难的。
156.355,171.355,15.0,0.0,通过这几分嗯，嗯， 这不是你都没欺负我，你说我没好， 真的正确的就是本来是能不能做，因为他不给公西，
171.355,184.04,12.685000000000002,,
184.04,199.04,15.0,0.0,这个不太问一下，我没形容。 好，这个要子打出来走，别人也是对对啊，这么对你最好不是我的。
199.04,223.5,24.460000000000008,,
223.5,238.5,15.0,0.0,嗯， 我我来了，知道为什么你好久没有，我还不想吃， 你说几个年你不才嗯，不是， 是不是特难的，是一六准加好四，
238.5,241.89,3.3899999999999864,0.0,对不对？ 这个怎么去看呢？
241.89,254.67,12.780000000000001,0.0,最后我觉得你个叫好这个人，三十一个网速十点零九了的十点，那我那个还没没有看，没有最答的同学，
254.67,265.7,11.030000000000001,,
265.7,280.7,15.0,0.0,然后就就在就是过两天我没有看到睡觉，为什么什后后面有个基吧，出才有。 对，是这样的这是啊，
280.7,290.8,10.100000000000023,,
290.8,305.8,15.0,1.0,然后高管那时候跑了我曾嗯好上课上节课呢我们呃做了车站的一个概述啊，大家知道车站的大致的一个分类，然后车站的呃一些作业，
305.8,308.84,3.0399999999999636,1.0,尤其是计算作业的一个整体的一个流程。
308.84,313.11,4.270000000000039,1.0,呃， 流线啊就是尤其吊车作业的流线。
313.11,321.17,8.060000000000002,1.0,呃， 今天呢我们再继续介绍这个轿车作业啊，就是呃因为我们在车站里面其实是两类作业啊，大家注意车站有两类作业，
321.17,324.47,3.3000000000000114,1.0,一个是行车， 行车主要针对的列车。
324.47,330.64,6.169999999999959,1.0,因为个行车的车呢指的是列车，大家注意啊， 行车指的是 training operation，只是列车车辆，
330.64,334.0,3.3600000000000136,1.0,另外一个作业就吊车啊，就跟我们 operation 有关系。
334.0,337.72,3.7200000000000273,1.0,两个作业啊， 一个是 train operation，一个个乡乡 ooperation 啊，
337.72,346.02,8.299999999999955,1.0,这两个啊啊家注意这这是那么我们前面实际上充电站呢有一点内内呢实际上是跟这个呃 train operation 跟行车有关系，
346.02,347.76,1.740000000000009,1.0,就结巴列车对吧？
347.76,359.16,11.400000000000034,1.0,那么还有一个很大的作用，就是吊车作椅啊，因为为什么？ 因为我们知道啊，在铁路一个最大的优势也是一个不方便的地方呢？
359.16,364.49,5.329999999999984,1.0,就是它的最大优势在于就是说车辆是无动力的啊，这个车辆无动力呢？
364.49,368.71,4.21999999999997,1.0,是啊这个有的人说哎车辆应该也都没它优势啊，其实无动力是优势。
368.71,377.61,8.900000000000034,1.0,为什么他一辆车的费用就很低啊，成本非常低。 所以一个机车头可以拉出上百辆车啊，如果每辆车大家知道都配上斗力的话，
377.61,385.77,8.159999999999968,1.0,那个车的造价就会非常昂贵啊，就非常昂贵。 所以这成成本就要啊这个成本是比较低的一个方式啊。
385.77,393.81,8.04000000000002,1.0,但是呢这个调度作业来说呢，我们今天讲这个作业呢，我想这个首先我们呃看看上节课讲了什么东西啊，上节课呢就包括再上次课，
393.81,395.72,1.910000000000025,1.0,假如车辆的一个定义。
395.72,397.02,1.2999999999999543,1.0,那么我们的车站什么车站呢？
397.02,404.0,6.980000000000019,1.0,它是一个有配线的分裂点，这是我们呃长达几十年的啊，没有啊恒古不变的一定义。
404.0,413.96,9.95999999999998,1.0,结果呢在高铁被被打破了啊，高铁车站居然有没有配线的这个车站啊，我们讲呃分裂点有三类啊，但是所以这里方有个判断题，
413.96,415.46,1.5,1.0,说分裂点指能是车站有限的。
415.46,429.43,13.970000000000027,1.0,所大家看对不对啊啊，对不对？ 车站分界点只能抽让，有些人做呃， 还哎有同学你你你摇头，你说还有哪儿不对，信号机对不对啊？
429.43,436.59,7.159999999999968,1.0,但是这个地方来说呢，其实我们讲这个事情的时候，是针对的轨道电路和呃就是说自动闭塞的线路和非自动闭塞的是吧？
436.59,439.08,2.490000000000009,1.0,这种非自动闭塞的实际线路数是吧？
439.08,442.9,3.819999999999993,1.0,它中间没有信号机，没有那些它可能量的比较简单。
442.9,449.81,6.910000000000025,1.0,所以它通过物理设置方式来把一个长区间分成不同的段。
449.81,451.63,1.8199999999999927,1.0,这个事情呢它是有意义的啊。
451.63,455.79,4.160000000000025,1.0,在现代口市里面，它以长篇分段来做是有意义的，为什么有意义的？
455.79,463.47,7.680000000000007,1.0,我举个点点例子，比如说北美铁路，你要到美国去北美铁路，因为它跟中国一样啊，跟我们的都是大陆型国家，
463.47,466.23,2.759999999999991,1.0,它的国土啊、 疆域比较辽阔。
466.23,476.38,10.149999999999977,1.0,比如美国铁路，你要把列车从东海岸开到西海岸去，它要横跨整个北美大陆啊，所以它是长达几千公里，所以它两个站之间有很多地方，
476.38,484.32,7.939999999999998,1.0,它是那个就人很稀少的地方啊，美国有很多地方也是人烟很稀少的啊，它这个中国也是一样啊，中国是很多国家都这样是吧？
484.32,494.74,10.420000000000016,1.0,那么这样子它又有很多大区间，两个战舰距离长达五十公里啊，你你包括你到我们，我们原来就是你到了外蒙古去看也是一样的。
494.74,499.1,4.360000000000014,1.0,外蒙古两个战线距离三十多公里、 四十公里、 五十公里都有是吧？
499.1,500.6,1.5,1.0,这个这个什么概念呢？
500.6,505.22,4.6200000000000045,1.0,在单一行的时候，你想一个列车到了另外一站之后才能开出最向列车是吧？
505.22,510.62,5.399999999999977,1.0,包括追踪运行的时候，一个列车得到前方站，后面列车才能开进去。
510.62,513.86,3.240000000000009,1.0,第二个来说， 它的行成密度就非常低啊。
513.86,521.7,7.840000000000032,1.0,所以这样子呢，在这个逆加强里面第一种方式就是做那个把一个区间长达五十公里或三十公里一个区间把它分成两段，
521.7,524.74,3.0399999999999636,1.0,就是叫啊这条线叫做线线限制锁。
524.74,532.64,7.899999999999977,1.0,啊， 当然我们如果有呃自动信号机之后，呃， 把这种闭塞之后，就可以把一个呃区间分成很多很多段啊，两三公里， 一段，
532.64,533.98,1.3400000000000318,1.0,两三公里一段来。
533.98,539.7,5.720000000000027,1.0,那这么来做啊，当然现在更先进的信号上来之后，那么我们对车给定位。
539.7,548.18,8.479999999999905,1.0,那这个时候呢，我们的控制的的间隔又会进一步缩小啊，所以这里面这个分界点就是指的是啊，所以我们称为三对啊，
548.18,551.84,3.660000000000082,1.0,车站线路口， 还有通过信号机啊，这第一个问题。
551.84,553.32,1.4800000000000182,1.0,那么第二个问题就是车辆的分类。
553.32,560.36,7.039999999999964,1.0,我们讲了车辆分类有很多方式，我们可以按照车辆的这种性质啊，它的座位特点啊，量的大小啊， 包括车辆的场站布局，
560.36,563.42,3.0599999999999454,1.0,什么一级三厂、 二级、 三厂三三呃，这个三级市场是吧？
563.42,565.53,2.1100000000000136,1.0,这些有不同的分类。
565.53,571.98,6.4500000000000455,1.0,啊， 所以大家知道车站它的分类是它的这个分类的准则不同，而导致啊他的目的不一样。
571.98,576.8,4.819999999999936,1.0,比如我战场设计的时候，我经常也讲过一三的二里斯坦，但是为什么会做这样子呢？
576.8,579.98,3.1800000000000637,1.0,是由行车功能倒退而而定的。
579.98,589.28,9.299999999999955,1.0,啊， 所以我们今天在规划设计院里面，它有很多的功能，一定是要加强对运营的服务啊，就是不能做完之后，你最后运营做的好啊，
589.28,590.86,1.580000000000041,1.0,过去我们这个地方是分离的比较厉害。
590.86,601.14,10.279999999999973,1.0,虽然在在我们的这个呃呃这个这个设规划设计院里面，它专门有行， 有有专门有行车，原来是行车所行，后来改成这个县规院，
601.14,604.9,3.759999999999991,1.0,包括酝营做做行车的这么一个分院是吧？
604.9,609.48,4.580000000000041,1.0,专门做的最有战场室，就是都是我们运输的学生去的就业的地方是吧？
609.48,618.92,9.43999999999994,1.0,呃， 那个偏向停车，这个偏向于呃那个战场什么线路的设计，粘喉设计做这个事情啊，但是他关系很密切啊，过去是有割裂的啊，
618.92,628.25,9.330000000000041,1.0,割裂之后， 导致我们的这个设计的这种设施不能很好的响应运营需求啊，这是我们现在要要克服的一个很大的题题。
628.25,635.29,7.039999999999964,1.0,呃， 第三个来说就是我们讲的这个车站，尤其是技术站啊，我们讲技术站有驱干站和边组站啊，它的不同定义。
635.29,638.77,3.480000000000018,1.0,那么最重要是要看看它这里面的流线。
638.77,648.2,9.430000000000064,1.0,因为这个流线有时候设计不好，会导致这个车站在中转作业过程中，在场上的自路线的延长，这个在所有的叫运输方式里面，
648.2,652.77,4.569999999999936,1.0,我在讲这个中短时间的这个延长是一个很头痛的事儿。
652.77,661.19,8.420000000000073,1.0,我举个例子啊，比如说我们一个在车厂分离的情况下，一个啊叫做安卓的饼，就是叫折角车轮啊或者三角化的车流是吧？
661.19,669.98,8.789999999999964,1.0,他也从发现来，首先这个血算系统解体解完之后，还要从另外一个系统里面再二次解体，时间上非常长。
669.98,673.3,3.3199999999999363,1.0,那么我们快递是不是这样的也一样的，应该快递应该很快吧。
